"list_name","name","label","label..Arabic","Governorate"
"District_MCNA","Rifai","Rifa'i","الرفاعي","Thi_Qar"
"District_MCNA","Shatra","Shatra","الشطرة","Thi_Qar"
"District_MCNA","Suq_Al_Shoyokh","Suq Al-Shoyokh","سوق الشيوخ","Thi_Qar"
"District_MCNA","Azezia","Azezia"," العزيزية","Wassit"
"District_MCNA","Badra","Badra","بدرة","Wassit"
"District_MCNA","Hai","Hai","الحي","Wassit"
"District_MCNA","Kut","Kut","الكوت","Wassit"
"District_MCNA","Namaniya","Na'maniya","النعمانية","Wassit"
"District_MCNA","Suwaira","Suwaira","الصويرة","Wassit"
"","","","",""
"Yes_No","yes","Yes","نعم",""
"Yes_No","no","No","لا",""
"","","","",""
"Sex","male","Male","ذكر",""
"Sex","female","Female","أنثى",""
"","","","",""
"hh_type","non_displaced","Non-Displaced","الباقون (الذين لم يغادروا مناطقهم الاصلية اثناء الصراع)",""
"hh_type","idp","IDP","النازحون ( الذين غادروا مناطقهم الاصلية اثناء الصراع)",""
"hh_type","returnee","Returnee","العائدون (الذين نزحوا وعادوا الى مناطقهم الاصلية بعد الصراع)",""
"","","","",""
"intention","remain","Remain in current location","البقاء في المكان الحالي",""
"intention","return","Return to area of origin","العودة الى منطقة الاصل",""
"intention","move_inside_iraq","Move to another location - inside Iraq","الانتقال الى مكان آخر ( داخل العراق)",""
"intention","move_outside_iraq","Move to another location - outside Iraq","الانتقال الى مكان آخر ( خارج العراق)",""
"intention","wait_to_decide","Do not know - waiting to make a decision","لا أعلم – الأنتظار حتى اتخاذ القرار",""
"","","","",""
"intention_nonidp","remain","Remain in current location","البقاء في المكان الحالي",""
"intention_nonidp","move_inside_iraq","Move to another location - inside Iraq","الانتقال الى مكان آخر ( داخل العراق)",""
"intention_nonidp","move_outside_iraq","Move to another location - outside Iraq","الانتقال الى مكان آخر ( خارج العراق)",""
"intention_nonidp","wait_to_decide","Do not know - waiting to make a decision","لا أعلم – الأنتظار حتى اتخاذ القرار",""
"","","","",""
"reasons_return","security_stable","Security situation in area of origin is stable","الوضع الامني مستقر في منطقة المنشأ",""
"reasons_return","uxo","Area of origin was cleared of explosive hazards","تم مسح المنطقة المنشأ من مواد التفجير",""
"reasons_return","other_members_returned","Other family / community members have returned","افراد الاسرة او المجتمع الاخرون قد قاموا بالعودة الى منطقة المنشأ",""
"reasons_return","livelihood_availability_there","Livelihood options are available there","خيارات المعيشة متاحة هناك",""
"reasons_return","basic_services_availability","Basic services (water, electricity, health, education, etc.) are available in the area of origin","توافر الخدمات الرئيسية في منطقة المنشأ من مياه وكهرباء وصحة وتعليم وغيرها",""
"reasons_return","emotional_desire","Emotional desire to return","الرغبة العاطفية بالعودة",""
"reasons_return","secure_house_land","Necessary to secure personal housing, land and property","ضرورة حماية المنزل الشخصي والارض والممتلكات",""
"reasons_return","limited_livelihood_opportunities","Limited livelihood opportunities in area of displacement","محدودية فرص المعيشة الموجودة في منطقة النزوح",""
"reasons_return","limited_services","Limited services in area of displacement","خدمات محدودة في منطقة النزوح",""
"reasons_return","no_safe_in_area_of_displace","Do not feel safe in area of displacement","عدم الشعور بالأمان في منطقة النزوح",""
"reasons_return","no_integrated_in_area_of_displace","Do not feel integrated in the area of displacement","عدم الشعور بالإندماج في منطقة النزوح",""
"reasons_return","facing_eviction","Facing eviction in the area of displacement","مواجهة الاخلاء في منطقة النزوح",""
"reasons_return","forced_security","Forced to return by security actors or civilian authoritis","أُجبر على العودة من قبل الجهات الامنية او الحكومة المدنية",""
"reasons_return","fam_released","Family member released from detention","خروج احد افراد العائلة من الاحتجاز او الحجز",""
"","","","",""
"ox8ul79","fear_trauma","Security concerns: Fear/trauma associated with returning to place of origin","الخوف / الصدمة المرتبطة بالعودة الى منطقة المنشأ",""
"ox8ul79","lack_of_security_forces","Security concerns: Lack of security forces","نقص في القوات الامنية",""
"ox8ul79","presence_of_mines","Security concerns: Presence of explosive hazards (mines, bombs, IEDs)","مخاوف أمنية: وجود مواد متفجرة وخطرة ( كالالغام والقنابل الغير متفجرة)",""
"ox8ul79","desicrimination","Security concerns: Fear of discrimination","مخاوف امنية:الخوف من التمييز",""
"ox8ul79","movement_restrictions","Movement restrictions (do not have proper paperwork to relocate)","قيود في الحركة( لا املك الاوراق او الثبوتيات الكافية للنقل)",""
"ox8ul79","no_personal_id","No personal identification documents","لا توجد مستمسكات او وثائق شخصية",""
"ox8ul79","no_transport_to_return","No transportation available to return home","عدم توفر المواصلات للعودة الى منطقة المنشأ",""
"ox8ul79","no_financial_money_to_return","No financial means to return and restart","عدم وجود سيولة مالية للعودة والبدء من جديد",""
"ox8ul79","lack_livelihood_generating_income","Lack of livelihood/income generating activities in AoO","قلة في سبل كسب العيش / الأنشطة المدرة للدخل ",""
"ox8ul79","house_damaged_destroyed","House has been damaged/destroyed","المنزل تضرر / تم تدميره",""
"ox8ul79","house_land_occupied","House/land is currently occupied","المنزل او الارض مسكون من قبل اشخاص",""
"ox8ul79","legal_ownership_issues","Legal ownership issues surrounding house and property","قضايا الملكية القانونية المحيطة بالمنزل والممتلكات",""
"ox8ul79","hh_assets_stolen_damaged","Household assets have been damaged/stolen","اغراض المنزل او الاثاث قد تضرر او تمت سرقتها",""
"ox8ul79","local_markets_not_working","Local markets are not functioning","الاسواق المحلية لا تعمل",""
"ox8ul79","basic_services_not_enough","Basic services in the area of origin are not enough/available (electricity, water, health)","عدم كفاية الخدمات الرئيسية في منطقة المنشأ من كهرباء وماء وصحة",""
"ox8ul79","lack_of_education_oppotunities","Lack of education opportunities for children in the area of origin","عدم توفر فرص التعليم للأطفال في المنطقة الأصلية ",""
"ox8ul79","immediate_family_wont_return","Immediate family and network will not return","لن يعود اعضاء العائلة المباشرين او اي احد له صلة قرابة بالعائلة",""
"ox8ul79","health_conditions","Health condition does not allow me to leave the area of displacement","الوضع الصحي لا يسمح بمغادرة منطقة النزوح",""
"ox8ul79","children_enrolled_in_displacement","Children enrolled at school in the area of displacement","تم تسجيل الاطفال في مدارس منطقة النزوح",""
"ox8ul79","living_conditions_better","Living conditions are better in the area of displacement","ان الظروف المعيشية هي افضل في منطقة النزوح",""
"ox8ul79","do_not_know","Do not know","لا اعلم",""
"ox8ul79","decline_to_answer","Decline to answer","يفضل عدم الاجابة",""
"","","","",""
"places","Health_facility","Health facility","في مركز صحي",""
"places","Women_center","Women center","في مركز نسوي",""
"places","MOLSA_DOLSA","Ministry/Directorate of Labour and Social Affairs (MoLSA/DoLSA)","في وزارة / دائرة العمل والشؤون الاجتماعية",""
"places","private_lawyer","Private lawyer or humanitarian legal assistance partner","مع محامي خاص او شريك للمساعدة القانونية الانسانية",""
"places","do_not_know","Do not know","لا اعلم",""
"places","decline_to_answer","Decline to answer","يفضل عدم الاجابة",""
"places","other","Other (Enter Text)","اخرى",""
"","","","",""
"food_source","voucher_pds","Purchased with food vouchers / PDS","شراء من قسائم غذائية , او البطاقة التموينية ,.....",""
"food_source","cash","Purchased with own cash","شراء نقدا من المال الخاص",""
"food_source","cash_assistance","Purchased with cash assistance","شراء من المساعدات المالية",""
"food_source","inkind_labour","Received in-kind for labour or other items","تلقي مساعدات غذائية عينية مقابل العمل ",""
"food_source","food_assistance_gov","food assistance from government","مساعدة غذائية من الحكومة",""
"food_source","credit","Purchased on credit (debt)","الشراء بالدين",""
"food_source","gifts_family_friends","Gift of food from family or friends","هدايا من قبل الاهل او الاصدقاء",""
"food_source","own_production","Own Production (including hunting, fishing, gathering)","الأنتاج الخاص بالعائلة _ محاصيل او حيوانات بمافي ذلك الصيد والجمع وصيد الاسماك)",""
"food_source","aid_un_ngo_assistance","Food assistance from UN or international organisations","المساعدات الغذائية من قبل المنظمات  او الامم المتحدة",""
"food_source","begging","Begging","التسول",""
"food_source","stealing","Food assistance from local charity or community","مساعدات غذائية من الجمعيات الخيرية المحلية أو المجتمع المحلي",""
"food_source","other","Other","اخرى",""
"","","","",""
"YNDD","yes","Yes","نعم",""
"YNDD","no","No","كلا",""
"YNDD","do_not_know","Do not know","لا يعلم",""
"YNDD","decline_to_answer","Decline to answer","يفضل عدم الاجابة",""
"","","","",""
"freq","once_aweek","Once a week","مرة بالاسبوع",""
"freq","every_2_weeks","Once every other week","مرة كل اسبوعين",""
"freq","once_amonth","Once a month","مرة بالشهر",""
"freq","every_2_3_months","Once every 2-3 months","مرة كل 2-3 أشهر",""
"","","","",""
"pds_items","Wheat_Flour","Wheat Flour","طحين",""
"pds_items","Vegetable_oil","Vegetable oil","زيت نباتي",""
"pds_items","Fuel","Fuel","نفط",""
"pds_items","Sugar","Sugar","سكر",""
"pds_items","Rice","Rice","تمّن / رز",""
"pds_items","Powder_milk","Powder milk","حليب مجفف ( بودرة)",""
"pds_items","other","Other","اخرى",""
"","","","",""
"distance","within_2km","Within 2 km","ضمن مسافة 2 كم",""
"distance","between_2km_5km","Between 2-5 km away","بين 2 الى 5 كم",""
"distance","more_than5kmaway","More than 5 km away","بعيد لاكثر من 5 كم",""
"distance","none","None that the household can access (movement restriction/security)","لا تستطيع الاسرة الوصول اليها ( بسبب قيود في الحركة او لأسباب أمنية)",""
"distance","do_not_know","Don't know of a functioning health center","لا أعلم بوجود مركز صحي يعمل",""
"","","","",""
"distance_h","within_2km","Within 2 km","ضمن مسافة 2 كم",""
"distance_h","between_2km_5km","Between 2-5 km away","بين 2 الى 5 كم",""
"distance_h","between_6km_10km","Between 6-10 km away","بين 6 الى 10 كم",""
"distance_h","more_10km","More than 10 km away","بعيدة لأكثر من 10 كم",""
"distance_h","none","None that the household can access (movement restriction/security)","لا تستطيع الاسرة الوصول اليها ( بسبب قيود في الحركة او لأسباب أمنية)",""
"distance_h","do_not_know","Do not know of a functioning hospital","لا أعلم بوجود مشفى يعمل",""
"","","","",""
"management1","same_provider","Same provider as for the whole family","نفسهم الذين يقدمونها للعائلة",""
"management1","different_private_clinic","A different private clinic","عيادة خاصة مختلفة",""
"management1","different_public_facility","A different public health facility (clinic or hospital)","منشأة صحية عامة مختلفة ( عيادة او مشفى عام)",""
"management1","different_INGO","A different international organization","منظمة دولية مختلفة ( الامم المتحدة، الهلال الاحمر العراقي، اطباء بلا حدود)",""
"management1","different_local_ngo","A different Local organization","منظمات محلية مختلفة ( جهات دينية ، متطوعين)",""
"management1","do_not_know","Do not know","لا اعلم",""
"management1","other","Other","اخرى",""
"","","","",""
"YND","yes","Yes","نعم",""
"YND","no","No","كلا",""
"YND","do_not_know","Do not know","لا اعلم",""
"","","","",""
"water_source","network_private","Network (private access)","شبكة مياه (ربط خاص)",""
"water_source","network_comm","Network (communal access)","شبكة مياه (ربط بأنبوب مياه مشترك)",""
"water_source","dug_well","Dug Well (HH Well)","بئر ماء محفور ( بئر للاسرة)",""
"water_source","water_trucking","Water Trucking","نقل المياه بالشاحنات ",""
"water_source","river_spring","River or spring","نهر او ينبوع ماء",""
"water_source","shop","Purchased from Shop","تم شراؤها من محل",""
"water_source","other","Other","اخرى ",""
"","","","",""
"safer_drinking","not_necessary","No treatment necessary","لا ضرورة لمعالجتها (تصفيتها)",""
"safer_drinking","Boiling","Boiling Water","غلي الماء",""
"safer_drinking","hh_filter","HH filter","تصفيتها بالمرشح (الفلتر)",""
"safer_drinking","Chlorination","Chlorination","اضافة الكلور",""
"safer_drinking","other","Other","اخرى",""
"","","","",""
"waste_disposal","collected","Collected by municipality","يتم تجميعها من قبل البلدية ",""
"waste_disposal","communal_bin","Communal garbage bin","صندوق حاوية قمامة عام",""
"waste_disposal","rubbish_pit","Rubbish Pit","حفرة القمامة",""
"waste_disposal","burning","Burning","حرق القمامة",""
"waste_disposal","throw_in_street","Throw in street / open space","رمي في الشارع / مساحة مفتوحة",""
"waste_disposal","other","Other","اخرى",""
"","","","",""
"waste_disposal_freq","every_day","Every day","كل يوم",""
"waste_disposal_freq","every_week","Every week","كل اسبوع",""
"waste_disposal_freq","every_2_weeks","Every two weeks","كل اسبوعين",""
"waste_disposal_freq","every_month","Every month","كل شهر",""
"waste_disposal_freq","more_than_monthly","More than every month","اكثر من شهر واحد",""
"waste_disposal_freq","not_available","Service not available","الخدمة غير متاحة",""
"","","","",""
"latrines","public","Public latrines","تواليتات عامة",""
"latrines","communal","Communal latrines","تواليتات مشتركة",""
"latrines","private","Private latrines","تواليتات خاصة",""
"latrines","none","No latrines","لا توجد تواليتات",""
"","","","",""
"settlement_type","informal_site","Informal / spontaneous site","موقع غير رسمي / عفوي",""
"settlement_type","collective_center","Collective center","مجمع سكني",""
"settlement_type","residential_housing","Residential housing","بيئة سكنية (موقع فيه ابنية ومساكن )",""
"settlement_type","built_environment","Built environment (not for Residential purposes)","بيئة مبنية ( ليست لغرض السكن)",""
"","","","",""
"shelter_type","House","House","منزل",""
"shelter_type","Apartment","Apartment","شقة",""
"shelter_type","Hotel","Hotel","فندق",""
"shelter_type","Unfinished_Abandoned_building","Unfinished building or abandoned residentional building","بناء غير مكتمل او مهجور",""
"shelter_type","damaged_building","Damaged residential building","مبنى سكني متضرر",""
"shelter_type","Tent","Tent","خيمة",""
"shelter_type","religious_building","Religious building","مبنى ديني",""
"shelter_type","public_building","Public building ( school, etc)","مبنى عام ( مدرسة وغيرها)",""
"shelter_type","Container","Container","كارافان",""
"shelter_type","non_residential","Non-Residential structure (garage, farm House, shop)","بناء ليس للسكن ( كراج، دكان او محل، بيت مزرعة)",""
"shelter_type","makeshift_shelter","Makeshift shelter (with scavenged materials)","مبنى مؤقت او ارتجالي",""
"shelter_type","other","Other","اخرى (حدد)",""
"","","","",""
"eviction","lack_funds","Lack of funds to pay rental costs","نقص الأموال لدفع تكاليف الإيجار",""
"eviction","no_longer_hosted","Host family no longer able to host our family","لم تعد العائلة المضيفة قادرة على استضافة عائلتنا",""
"eviction","unaccepted_by_community","Local community does not accept our family living in the area","المجتمع المحلي لا يقبل بعائلتنا للعيش في المنطقة",""
"eviction","authorities_request","Authorities requested our household to leave","طلبت السلطات من اسرتنا المغادرة",""
"eviction","owner_request","Request to vacate from owner of building/land","طلب إخلاء من مالك المبنى / الأرض",""
"eviction","other","Other","اخرى",""
"","","","",""
"agreement","no_agreement","No tenancy agreement","لا يوجد اتفاق تأجير او عقد",""
"agreement","written_not_expired","Written valid tenancy agreement (not expired)","اتفاقية إيجار مكاتبه سارية (لم تنته صلاحيتها)",""
"agreement","written_expired","Written valid tenancy agreement (expired)","اتفاقية إيجار مكاتبه منتهية الصلاحية",""
"agreement","verbal_agreement","Verbal tenancy agreement","اتفاق ايجار شفوي",""
"agreement","own_house","We own the house","نحن نملك المنزل",""
"agreement","do_not_know","Do not know","لا اعلم",""
"","","","",""
"nfi_needs","Bedding_items","Bedding items (bedsheets, pillows)","مستلزمات النوم (شراشف الأسرّة ، الوسائد)",""
"nfi_needs","Mattresses_Sleeping_mats","Mattresses/Sleeping mats","دواشك",""
"nfi_needs","Blankets","Blankets","بطانيات",""
"nfi_needs","Cooking_utensils_kitchen_set","Cooking utensils/kitchen set","أواني الطبخ / مجموعة المطبخ",""
"nfi_needs","Cooking_fuel","Cooking fuel","وقود الطهي",""
"nfi_needs","Cooking_stove","Cooking stove","فرن الطهي",""
"nfi_needs","Water_storage","Water storage","خزان مياه",""
"nfi_needs","Source_of_light","Source of light","مصدر للضوء",""
"nfi_needs","Clothing","Clothing","ملابس",""
"nfi_needs","Fan","Fan","مروحة",""
"nfi_needs","AWC","Air water cooler","مبرّدة تعمل على الماء ( مكيف )",""
"nfi_needs","Cool_box","Cool box","صندوق التبريد (فلينة)",""
"nfi_needs","Winter_heaters","Winter heaters/stove","سخانات شتوية / موقد",""
"nfi_needs","Heating_fuel","Heating fuel","وقود التدفئة",""
"nfi_needs","Fuel_storage","Fuel storage","خزان للوقود",""
"nfi_needs","none","None of the above","لاشيء مما سبق",""
"nfi_needs","other","Other","اخرى",""
"","","","",""
"place","within_2km","Within 2 km","ضمن مسافة 2 كم",""
"place","between_2_5","Between 2-5 km","من 2 الى 5 كم",""
"place","more_than5kmaway","More than 5 km","بعيد لاكثر من 5 كم",""
"place","none","None that the household can access (movement restriction/security)","لا تستطيع الاسرة الوصول اليها ( بسبب قيود في الحركة او لأسباب أمنية)",""
"place","do_not_know","Do not know of a functioning primary school","لا أعلم بوجود مدرسة ابتدائية تعمل",""
"","","","",""
"place1","within_2km","Within 2 km","ضمن مسافة 2 كم",""
"place1","between_2_5","Between 2-5 km","من 2 الى 5 كم",""
"place1","more_than5kmaway","More than 5 km","بعيد لاكثر من 5 كم",""
"place1","none","None that the household can access (movement restriction/security)","لا تستطيع الاسرة الوصول اليها ( بسبب قيود في الحركة او لأسباب أمنية)",""
"place1","do_not_know","Don't know of a functioning secondary school","لا أعلم بوجود مدرسة متوسطة تعمل",""
"","","","",""
"condition","Completely_destroyed","Completely destroyed","مدمرة بالكامل",""
"condition","Contains_explosive_hazards","Contains explosive hazards","تحتوي على مواد متفجرة خطيرة",""
"condition","Ocupied_by_IDPs","Ocupied by IDPs","مشغولة من قبل النازحين",""
"condition","Ocupied_by_armed_groups","Ocupied by armed groups","مشغولة من قبل المجموعات المسلحة",""
"condition","Partially_damaged_but_functional","Partially damaged but functional","ضرر جزئي ولكن المدرسة تعمل",""
"condition","Fully_functional","Fully functional - not damaged or occupied","تعمل بشكل تام ( غير مسكونة او متضررة)",""
"condition","do_not_know","I Do not know the condition","لا اعلم عن وضع المدرسة",""
"","","","",""
"livelihood_type","Savings","Savings","انفاق المدخرات",""
"livelihood_type","Employment","Employment","العمل / العمالة",""
"livelihood_type","Remittences","Remittences","التحويلات / الحوالات",""
"livelihood_type","Retirement_pension","Retirement fund or pension","صندوق التقاعد او معاش تقاعد",""
"livelihood_type","Selling_assets","Selling household assets","بيع اثاث المنزل",""
"livelihood_type","Selling_assistance_received","Selling assistance received","بيع المساعدة المتلقاة",""
"livelihood_type","Loans_debts","Loans, debts","ديون او قروض",""
"livelihood_type","MODM_cash_assistance","MODM cash assistance","المساعدة المالية من وزارة الهجرة والمهجرين",""
"livelihood_type","Support_from_community","Support from community, friends, family","دعم من المجتمع او الاصدقاء او العائلة",""
"livelihood_type","NGO_charity_assistance","NGO or charity assistance","مساعدات خيرية او منظمة غير حكومية",""
"livelihood_type","Social_service","Social service (disability allowance)","رعاية اجتماعية ( راتب اعاقة، شهيد...)",""
"livelihood_type","illegal_activity","Illegal or socially degrading activities (e.g. unlawful sales, survival sex, begging, etc.)","الأنشطة غير القانونية أو المهينة اجتماعيًا (على سبيل المثال ، المبيعات غير القانونية، أو التسول ، وما إلى ذلك)",""
"livelihood_type","other","Other","اخرى",""
"","","","",""
"employment","Agriculture","Agriculture"," في مجال الزراعة",""
"employment","Construction","Construction","في مجال البناء",""
"employment","service_industry","Service industry (Janitor, waiter, etc)","قطاع الخدمات منخفضة المهارات (بوّاب, نادل.طباخ.الخ)",""
"employment","vocational_carpenter","Vocational (carpenter, electrician, plumber, or other professional)","ممارس للمهن ( نجار او كهربائي اوسبّاك او اية مهنة اخرى)",""
"employment","teacher_lawyer_engineer","Teacher, lawyer, engineer","مدرّس او محامي او مهندس",""
"employment","public_security_official","Public security official (police, military, etc.)","موظف الأمن العام (الجيش والشرطة والحشد الشعبي والبيشمركة والزيرفاني..)",""
"employment","taxi_or_truck","Taxi or truck driver","مواصلات ( سائق تكسي/مركبة ثقيلة...)",""
"employment","small_business_owner","Small business owner","صاحب اعمال صغيرة",""
"employment","government_Job_not","Government Job (not otherwise listed) ","وظيفة حكومية ( غير الموجودة ضمن الخيارات)",""
"employment","home_based_income","Home-based income-generating activity (sewing, shoe repair, small agricultural activity (garden, beekeeping, etc.))","النشاط المدر للدخل القائم على المنزل (الخياطة ، إصلاح الأحذية ، النشاط الزراعي الصغير (الحديقة ، تربية النحل ، إلخ))",""
"employment","other","Other","اخرى",""
"","","","",""
"reasons_for_debt","basic_hh_expenditure","Basic household expenditures (rent, utilities)","نفقات الاسرة الاساسية ( ايجار، اشياء اخرى)",""
"reasons_for_debt","health","Healthcare","لرعاية صحية",""
"reasons_for_debt","Food","Food","طعام",""
"reasons_for_debt","Education","Education","التعليم",""
